section,text
449a,"ἀγαθὴν μὲν τοίνυν τὴν τοιαύτην πόλιν τε καὶ πολιτείαν καὶ ὀρθὴν καλῶ, καὶ ἄνδρα τὸν τοιοῦτον· κακὰς δὲ τὰς ἄλλας καὶ ἡμαρτημένας, εἴπερ αὕτη ὀρθή, περί τε πόλεων διοικήσεις καὶ περὶ ἰδιωτῶν ψυχῆς τρόπου κατασκευήν, ἐν τέτταρσι πονηρίας εἴδεσιν οὔσας.
ποίας δὴ ταύτας; ἔφη.
καὶ ἐγὼ μὲν ᾖα τὰς ἐφεξῆς ἐρῶν, ὥς μοι ἐφαίνοντο"
449b,"ἕκασται ἐξ ἀλλήλων μεταβαίνειν· ὁ δὲ Πολέμαρχος— σμικρὸν γὰρ ἀπωτέρω τοῦ Ἀδειμάντου καθῆστο—ἐκτείνας τὴν χεῖρα καὶ λαβόμενος τοῦ ἱματίου ἄνωθεν αὐτοῦ παρὰ τὸν ὦμον, ἐκεῖνόν τε προσηγάγετο καὶ προτείνας ἑαυτὸν ἔλεγεν ἄττα προσκεκυφώς, ὧν ἄλλο μὲν οὐδὲν κατηκούσαμεν, τόδε δέ· Ἀφήσομεν οὖν, ἔφη, ἢ τί δράσομεν;
ἥκιστά γε, ἔφη ὁ Ἀδείμαντος μέγα ἤδη λέγων.
καὶ ἐγώ, τί μάλιστα, ἔφην, ὑμεῖς οὐκ ἀφίετε;
σέ, ἦ δʼ ὅς."
449c,"ὅτι, ἐγὼ εἶπον, τί μάλιστα;
ἀπορρᾳθυμεῖν ἡμῖν δοκεῖς, ἔφη, καὶ εἶδος ὅλον οὐ τὸ ἐλάχιστον ἐκκλέπτειν τοῦ λόγου ἵνα μὴ διέλθῃς, καὶ λήσειν οἰηθῆναι εἰπὼν αὐτὸ φαύλως, ὡς ἄρα περὶ γυναικῶν τε καὶ παίδων παντὶ δῆλον ὅτι κοινὰ τὰ φίλων ἔσται.
οὐκοῦν ὀρθῶς, ἔφην, ὦ Ἀδείμαντε;
ναί, ἦ δʼ ὅς. ἀλλὰ τὸ ὀρθῶς τοῦτο, ὥσπερ τἆλλα, λόγου δεῖται τίς ὁ τρόπος τῆς κοινωνίας· πολλοὶ γὰρ ἂν γένοιντο."
449d,"μὴ οὖν παρῇς ὅντινα σὺ λέγεις· ὡς ἡμεῖς πάλαι περιμένομεν οἰόμενοί σέ που μνησθήσεσθαι παιδοποιίας τε πέρι, πῶς παιδοποιήσονται, καὶ γενομένους πῶς θρέψουσιν, καὶ ὅλην ταύτην ἣν λέγεις κοινωνίαν γυναικῶν τε καὶ παίδων· μέγα γάρ τι οἰόμεθα φέρειν καὶ ὅλον εἰς πολιτείαν ὀρθῶς ἢ μὴ ὀρθῶς γιγνόμενον."
450a,"ὃ σὺ ἤκουσας, τὸ σὲ μὴ μεθιέναι πρὶν ἂν ταῦτα πάντα ὥσπερ τἆλλα διέλθῃς.
καὶ ἐμὲ τοίνυν, ὁ Γλαύκων ἔφη, κοινωνὸν τῆς ψήφου ταύτης τίθετε.
ἀμέλει, ἔφη ὁ Θρασύμαχος, πᾶσι ταῦτα δεδογμένα ἡμῖν νόμιζε, ὦ Σώκρατες.
οἷον, ἦν δʼ ἐγώ, εἰργάσασθε ἐπιλαβόμενοί μου. ὅσον λόγον πάλιν, ὥσπερ ἐξ ἀρχῆς, κινεῖτε περὶ τῆς πολιτείας· ἣν ὡς ἤδη διεληλυθὼς ἔγωγε ἔχαιρον, ἀγαπῶν εἴ τις ἐάσοι ταῦτα ἀποδεξάμενος ὡς τότε ἐρρήθη. ἃ νῦν ὑμεῖς παρακαλοῦντες"
450b,"οὐκ ἴστε ὅσον ἑσμὸν λόγων ἐπεγείρετε· ὃν ὁρῶν ἐγὼ παρῆκα τότε, μὴ παράσχοι πολὺν ὄχλον.
τί δέ; ἦ δʼ ὃς ὁ Θρασύμαχος· χρυσοχοήσοντας οἴει τούσδε νῦν ἐνθάδε ἀφῖχθαι, ἀλλʼ οὐ λόγων ἀκουσομένους;
ναί, εἶπον, μετρίων γε.
μέτρον δέ γʼ, ἔφη, ὦ Σώκρατες, ὁ Γλαύκων, τοιούτων λόγων ἀκούειν ὅλος ὁ βίος νοῦν ἔχουσιν. ἀλλὰ τὸ μὲν ἡμέτερον ἔα· σὺ δὲ περὶ ὧν ἐρωτῶμεν μηδαμῶς ἀποκάμῃς ᾗ"
450c,"σοι δοκεῖ διεξιών, τίς ἡ κοινωνία τοῖς φύλαξιν ἡμῖν παίδων τε πέρι καὶ γυναικῶν ἔσται καὶ τροφῆς νέων ἔτι ὄντων, τῆς ἐν τῷ μεταξὺ χρόνῳ γιγνομένης γενέσεώς τε καὶ παιδείας, ἣ δὴ ἐπιπονωτάτη δοκεῖ εἶναι. πειρῶ οὖν εἰπεῖν τίνα τρόπον δεῖ γίγνεσθαι αὐτήν.
οὐ ῥᾴδιον, ὦ εὔδαιμον, ἦν δʼ ἐγώ, διελθεῖν· πολλὰς γὰρ ἀπιστίας ἔχει ἔτι μᾶλλον τῶν ἔμπροσθεν ὧν διήλθομεν. καὶ γὰρ ὡς δυνατὰ λέγεται, ἀπιστοῖτʼ ἄν, καὶ εἰ ὅτι μάλιστα γένοιτο, ὡς ἄριστʼ ἂν εἴη ταῦτα, καὶ ταύτῃ ἀπιστήσεται."
450d,"διὸ δὴ καὶ ὄκνος τις αὐτῶν ἅπτεσθαι, μὴ εὐχὴ δοκῇ εἶναι ὁ λόγος, ὦ φίλε ἑταῖρε.
μηδέν, ἦ δʼ ὅς, ὄκνει· οὔτε γὰρ ἀγνώμονες οὔτε ἄπιστοι οὔτε δύσνοι οἱ ἀκουσόμενοι.
καὶ ἐγὼ εἶπον· ὦ ἄριστε, ἦ που βουλόμενός με παραθαρρύνειν λέγεις;
ἔγωγʼ, ἔφη.
    πᾶν τοίνυν, ἦν δʼ ἐγώ, τοὐναντίον ποιεῖς. πιστεύοντος μὲν γὰρ ἐμοῦ ἐμοὶ εἰδέναι ἃ λέγω, καλῶς εἶχεν ἡ παραμυθία· ἐν γὰρ φρονίμοις τε καὶ φίλοις περὶ τῶν μεγίστων τε καὶ"
450e,"φίλων τἀληθῆ εἰδότα λέγειν ἀσφαλὲς καὶ θαρραλέον,"
451a,"ἐγὼ δρῶ, φοβερόν τε καὶ σφαλερόν, οὔ τι γέλωτα ὀφλεῖν— παιδικὸν γὰρ τοῦτό γε—ἀλλὰ μὴ σφαλεὶς τῆς ἀληθείας οὐ μόνον αὐτὸς ἀλλὰ καὶ τοὺς φίλους συνεπισπασάμενος κείσομαι περὶ ἃ ἥκιστα δεῖ σφάλλεσθαι. προσκυνῶ δὲ Ἀδράστειαν, ὦ Γλαύκων, χάριν οὗ μέλλω λέγειν· ἐλπίζω γὰρ οὖν ἔλαττον ἁμάρτημα ἀκουσίως τινὸς φονέα γενέσθαι ἢ ἀπατεῶνα καλῶν τε καὶ ἀγαθῶν καὶ δικαίων νομίμων πέρι. τοῦτο οὖν τὸ κινδύνευμα κινδυνεύειν ἐν ἐχθροῖς κρεῖττον ἢ"
451b,"φίλοις, ὥστε εὖ με παραμυθῇ.
καὶ ὁ Γλαύκων γελάσας, ἀλλʼ, ὦ Σώκρατες, ἔφη, ἐάν τι πάθωμεν πλημμελὲς ὑπὸ τοῦ λόγου, ἀφίεμέν σε ὥσπερ φόνου καὶ καθαρὸν εἶναι καὶ μὴ ἀπατεῶνα ἡμῶν. ἀλλὰ θαρρήσας λέγε.
ἀλλὰ μέντοι, εἶπον, καθαρός γε καὶ ἐκεῖ ὁ ἀφεθείς, ὡς ὁ νόμος λέγει· εἰκὸς δέ γε, εἴπερ ἐκεῖ, κἀνθάδε.
λέγε τοίνυν, ἔφη, τούτου γʼ ἕνεκα.
λέγειν δή, ἔφην ἐγώ, χρὴ ἀνάπαλιν αὖ νῦν, ἃ τότε ἴσως"
451c,"ἔδει ἐφεξῆς λέγειν· τάχα δὲ οὕτως ἂν ὀρθῶς ἔχοι, μετὰ ἀνδρεῖον δρᾶμα παντελῶς διαπερανθὲν τὸ γυναικεῖον αὖ περαίνειν, ἄλλως τε καὶ ἐπειδὴ σὺ οὕτω προκαλῇ.
ἀνθρώποις γὰρ φῦσι καὶ παιδευθεῖσιν ὡς ἡμεῖς διήλθομεν, κατʼ ἐμὴν δόξαν οὐκ ἔστʼ ἄλλη ὀρθὴ παίδων τε καὶ γυναικῶν κτῆσίς τε καὶ χρεία ἢ κατʼ ἐκείνην τὴν ὁρμὴν ἰοῦσιν, ἥνπερ τὸ πρῶτον ὡρμήσαμεν· ἐπεχειρήσαμεν δέ που ὡς ἀγέλης φύλακας τοὺς ἄνδρας καθιστάναι τῷ λόγῳ.
ναί."
451d,"ἀκολουθῶμεν τοίνυν καὶ τὴν γένεσιν καὶ τροφὴν παραπλησίαν ἀποδιδόντες, καὶ σκοπῶμεν εἰ ἡμῖν πρέπει ἢ οὔ.
πῶς; ἔφη.
ὧδε. τὰς θηλείας τῶν φυλάκων κυνῶν πότερα συμφυλάττειν οἰόμεθα δεῖν ἅπερ ἂν οἱ ἄρρενες φυλάττωσι καὶ συνθηρεύειν καὶ τἆλλα κοινῇ πράττειν, ἢ τὰς μὲν οἰκουρεῖν ἔνδον ὡς ἀδυνάτους διὰ τὸν τῶν σκυλάκων τόκον τε καὶ τροφήν, τοὺς δὲ πονεῖν τε καὶ πᾶσαν ἐπιμέλειαν ἔχειν περὶ τὰ ποίμνια;"
451e,"κοινῇ, ἔφη, πάντα· πλὴν ὡς ἀσθενεστέραις χρώμεθα, τοῖς δὲ ὡς ἰσχυροτέροις.
οἷόν τʼ οὖν, ἔφην ἐγώ, ἐπὶ τὰ αὐτὰ χρῆσθαί τινι ζῴῳ, ἂν μὴ τὴν αὐτὴν τροφήν τε καὶ παιδείαν ἀποδιδῷς;
οὐχ οἷόν τε."
452a,"ναί.
μουσικὴ μὴν ἐκείνοις γε καὶ γυμναστικὴ ἐδόθη.
ναί.
καὶ ταῖς γυναιξὶν ἄρα τούτω τὼ τέχνα καὶ τὰ περὶ τὸν πόλεμον ἀποδοτέον καὶ χρηστέον κατὰ ταὐτά.
εἰκὸς ἐξ ὧν λέγεις, ἔφη.
ἴσως δή, εἶπον, παρὰ τὸ ἔθος γελοῖα ἂν φαίνοιτο πολλὰ περὶ τὰ νῦν λεγόμενα, εἰ πράξεται ᾗ λέγεται.
καὶ μάλα, ἔφη.
τί, ἦν δʼ ἐγώ, γελοιότατον αὐτῶν ὁρᾷς; ἢ δῆλα δὴ ὅτι γυμνὰς τὰς γυναῖκας ἐν ταῖς παλαίστραις γυμναζομένας μετὰ"
452b,"τῶν ἀνδρῶν, οὐ μόνον τὰς νέας, ἀλλὰ καὶ ἤδη τὰς πρεσβυτέρας, ὥσπερ τοὺς γέροντας ἐν τοῖς γυμνασίοις, ὅταν ῥυσοὶ καὶ μὴ ἡδεῖς τὴν ὄψιν ὅμως φιλογυμναστῶσιν;
νὴ τὸν Δία, ἔφη· γελοῖον γὰρ ἄν, ὥς γε ἐν τῷ παρεστῶτι, φανείη.
οὐκοῦν, ἦν δʼ ἐγώ, ἐπείπερ ὡρμήσαμεν λέγειν, οὐ φοβητέον τὰ τῶν χαριέντων σκώμματα, ὅσα καὶ οἷα ἂν εἴποιεν εἰς τὴν τοιαύτην μεταβολὴν γενομένην καὶ περὶ τὰ γυμνάσια"
452c,"καὶ περὶ μουσικὴν καὶ οὐκ ἐλάχιστα περὶ τὴν τῶν ὅπλων σχέσιν καὶ ἵππων ὀχήσεις.
ὀρθῶς, ἔφη, λέγεις.
ἀλλʼ ἐπείπερ λέγειν ἠρξάμεθα, πορευτέον πρὸς τὸ τραχὺ τοῦ νόμου, δεηθεῖσίν τε τούτων μὴ τὰ αὑτῶν πράττειν ἀλλὰ σπουδάζειν, καὶ ὑπομνήσασιν ὅτι οὐ πολὺς χρόνος ἐξ οὗ τοῖς Ἕλλησιν ἐδόκει αἰσχρὰ εἶναι καὶ γελοῖα ἅπερ νῦν τοῖς πολλοῖς τῶν βαρβάρων, γυμνοὺς ἄνδρας ὁρᾶσθαι, καὶ ὅτε ἤρχοντο τῶν γυμνασίων πρῶτοι μὲν Κρῆτες, ἔπειτα Λακεδαιμόνιοι,"
452d,"ἐξῆν τοῖς τότε ἀστείοις πάντα ταῦτα κωμῳδεῖν. ἢ οὐκ οἴει;
ἔγωγε.
ἀλλʼ ἐπειδὴ οἶμαι χρωμένοις ἄμεινον τὸ ἀποδύεσθαι τοῦ συγκαλύπτειν πάντα τὰ τοιαῦτα ἐφάνη, καὶ τὸ ἐν τοῖς ὀφθαλμοῖς δὴ γελοῖον ἐξερρύη ὑπὸ τοῦ ἐν τοῖς λόγοις μηνυθέντος ἀρίστου· καὶ τοῦτο ἐνεδείξατο, ὅτι μάταιος ὃς γελοῖον ἄλλο τι ἡγεῖται ἢ τὸ κακόν, καὶ ὁ γελωτοποιεῖν ἐπιχειρῶν πρὸς ἄλλην τινὰ ὄψιν ἀποβλέπων ὡς γελοίου ἢ τὴν τοῦ ἄφρονός"
452e,"τε καὶ κακοῦ, καὶ καλοῦ αὖ σπουδάζει πρὸς ἄλλον τινὰ σκοπὸν στησάμενος ἢ τὸν τοῦ ἀγαθοῦ.
παντάπασι μὲν οὖν, ἔφη."
453a,"δυνατὴ φύσις ἡ ἀνθρωπίνη ἡ θήλεια τῇ τοῦ ἄρρενος γένους κοινωνῆσαι εἰς ἅπαντα τὰ ἔργα ἢ οὐδʼ εἰς ἕν, ἢ εἰς τὰ μὲν οἵα τε, εἰς δὲ τὰ οὔ, καὶ τοῦτο δὴ τὸ περὶ τὸν πόλεμον ποτέρων ἐστίν; ἆρʼ οὐχ οὕτως ἂν κάλλιστά τις ἀρχόμενος ὡς τὸ εἰκὸς καὶ κάλλιστα τελευτήσειεν;
πολύ γε, ἔφη.
βούλει οὖν, ἦν δʼ ἐγώ, ἡμεῖς πρὸς ἡμᾶς αὐτοὺς ὑπὲρ τῶν ἄλλων ἀμφισβητήσωμεν, ἵνα μὴ ἔρημα τὰ τοῦ ἑτέρου λόγου πολιορκῆται;"
453b,"οὐδέν, ἔφη, κωλύει.
λέγωμεν δὴ ὑπὲρ αὐτῶν ὅτι ὦ Σώκρατές τε καὶ Γλαύκων, οὐδὲν δεῖ ὑμῖν ἄλλους ἀμφισβητεῖν· αὐτοὶ γὰρ ἐν ἀρχῇ τῆς κατοικίσεως, ἣν ᾠκίζετε πόλιν, ὡμολογεῖτε δεῖν κατὰ φύσιν ἕκαστον ἕνα ἓν τὸ αὑτοῦ πράττειν.
ὡμολογήσαμεν οἶμαι· πῶς γὰρ οὔ;
 ἔστιν οὖν ὅπως οὐ πάμπολυ διαφέρει γυνὴ ἀνδρὸς τὴν φύσιν;
πῶς δʼ οὐ διαφέρει;
 οὐκοῦν ἄλλο καὶ ἔργον ἑκατέρῳ προσήκει προστάττειν"
453c,"τὸ κατὰ τὴν αὑτοῦ φύσιν;
τί μήν;
 πῶς οὖν οὐχ ἁμαρτάνετε νυνὶ καὶ τἀναντία ὑμῖν αὐτοῖς λέγετε φάσκοντες αὖ τοὺς ἄνδρας καὶ τὰς γυναῖκας δεῖν τὰ αὐτὰ πράττειν, πλεῖστον κεχωρισμένην φύσιν ἔχοντας; ἕξεις τι, ὦ θαυμάσιε, πρὸς ταῦτʼ ἀπολογεῖσθαι;
ὡς μὲν ἐξαίφνης, ἔφη, οὐ πάνυ ῥᾴδιον· ἀλλὰ σοῦ δεήσομαί τε καὶ δέομαι καὶ τὸν ὑπὲρ ἡμῶν λόγον, ὅστις ποτʼ ἐστίν, ἑρμηνεῦσαι.
ταῦτʼ ἐστίν, ἦν δʼ ἐγώ, ὦ Γλαύκων, καὶ ἄλλα πολλὰ"
453d,"τοιαῦτα, ἃ ἐγὼ πάλαι προορῶν ἐφοβούμην τε καὶ ὤκνουν ἅπτεσθαι τοῦ νόμου τοῦ περὶ τὴν τῶν γυναικῶν καὶ παίδων κτῆσιν καὶ τροφήν.
οὐ μὰ τὸν Δία, ἔφη· οὐ γὰρ εὐκόλῳ ἔοικεν.
οὐ γάρ, εἶπον. ἀλλὰ δὴ ὧδʼ ἔχει· ἄντε τις εἰς κολυμβήθραν μικρὰν ἐμπέσῃ ἄντε εἰς τὸ μέγιστον πέλαγος μέσον, ὅμως γε νεῖ οὐδὲν ἧττον.
πάνυ μὲν οὖν.
οὐκοῦν καὶ ἡμῖν νευστέον καὶ πειρατέον σῴζεσθαι ἐκ τοῦ λόγου, ἤτοι δελφῖνά τινα ἐλπίζοντας ἡμᾶς ὑπολαβεῖν ἂν ἤ τινα ἄλλην ἄπορον σωτηρίαν."
453e,"ἔοικεν, ἔφη.
φέρε δή, ἦν δʼ ἐγώ, ἐάν πῃ εὕρωμεν τὴν ἔξοδον. ὁμολογοῦμεν γὰρ δὴ ἄλλην φύσιν ἄλλο δεῖν ἐπιτηδεύειν, γυναικὸς δὲ καὶ ἀνδρὸς ἄλλην εἶναι· τὰς δὲ ἄλλας φύσεις τὰ αὐτά φαμεν νῦν δεῖν ἐπιτηδεῦσαι. ταῦτα ἡμῶν κατηγορεῖται;
κομιδῇ γε."
454a,"ἦ γενναία, ἦν δʼ ἐγώ, ὦ Γλαύκων, ἡ δύναμις τῆς ἀντιλογικῆς τέχνης.
τί δή;
ὅτι, εἶπον, δοκοῦσί μοι εἰς αὐτὴν καὶ ἄκοντες πολλοὶ ἐμπίπτειν καὶ οἴεσθαι οὐκ ἐρίζειν ἀλλὰ διαλέγεσθαι, διὰ τὸ μὴ δύνασθαι κατʼ εἴδη διαιρούμενοι τὸ λεγόμενον ἐπισκοπεῖν, ἀλλὰ κατʼ αὐτὸ τὸ ὄνομα διώκειν τοῦ λεχθέντος τὴν ἐναντίωσιν, ἔριδι, οὐ διαλέκτῳ πρὸς ἀλλήλους χρώμενοι.
ἔστι γὰρ δή, ἔφη, περὶ πολλοὺς τοῦτο τὸ πάθος· ἀλλὰ μῶν καὶ πρὸς ἡμᾶς τοῦτο τείνει ἐν τῷ παρόντι;"
454b,"παντάπασι μὲν οὖν, ἦν δʼ ἐγώ· κινδυνεύομεν γοῦν ἄκοντες ἀντιλογίας ἅπτεσθαι.
πῶς;
τὸ μὴ τὴν αὐτὴν φύσιν ὅτι οὐ τῶν αὐτῶν δεῖ ἐπιτηδευμάτων τυγχάνειν πάνυ ἀνδρείως τε καὶ ἐριστικῶς κατὰ τὸ ὄνομα διώκομεν, ἐπεσκεψάμεθα δὲ οὐδʼ ὁπῃοῦν τί εἶδος τὸ τῆς ἑτέρας τε καὶ τῆς αὐτῆς φύσεως καὶ πρὸς τί τεῖνον ὡριζόμεθα τότε, ὅτε τὰ ἐπιτηδεύματα ἄλλῃ φύσει ἄλλα, τῇ δὲ αὐτῇ τὰ αὐτὰ ἀπεδίδομεν.
οὐ γὰρ οὖν, ἔφη, ἐπεσκεψάμεθα."
454c,"τοιγάρτοι, εἶπον, ἔξεστιν ἡμῖν, ὡς ἔοικεν, ἀνερωτᾶν ἡμᾶς αὐτοὺς εἰ ἡ αὐτὴ φύσις φαλακρῶν καὶ κομητῶν καὶ οὐχ ἡ ἐναντία, καὶ ἐπειδὰν ὁμολογῶμεν ἐναντίαν εἶναι, ἐὰν φαλακροὶ σκυτοτομῶσιν, μὴ ἐᾶν κομήτας, ἐὰν δʼ αὖ κομῆται, μὴ τοὺς ἑτέρους.
γελοῖον μεντἂν εἴη, ἔφη.
ἆρα κατʼ ἄλλο τι, εἶπον ἐγώ, γελοῖον, ἢ ὅτι τότε οὐ πάντως τὴν αὐτὴν καὶ τὴν ἑτέραν φύσιν ἐτιθέμεθα, ἀλλʼ ἐκεῖνο τὸ εἶδος τῆς ἀλλοιώσεώς τε καὶ ὁμοιώσεως μόνον"
