section,text
543a,"εἶεν· ταῦτα μὲν δὴ ὡμολόγηται, ὦ Γλαύκων, τῇ μελλούσῃ ἄκρως οἰκεῖν πόλει κοινὰς μὲν γυναῖκας, κοινοὺς δὲ παῖδας εἶναι καὶ πᾶσαν παιδείαν, ὡσαύτως δὲ τὰ ἐπιτηδεύματα κοινὰ ἐν πολέμῳ τε καὶ εἰρήνῃ, βασιλέας δὲ αὐτῶν εἶναι τοὺς ἐν φιλοσοφίᾳ τε καὶ πρὸς τὸν πόλεμον γεγονότας ἀρίστους.
ὡμολόγηται, ἔφη."
543b,"καὶ μὴν καὶ τάδε συνεχωρήσαμεν, ὡς, ὅταν δὴ καταστῶσιν οἱ ἄρχοντες, ἄγοντες τοὺς στρατιώτας κατοικιοῦσιν εἰς οἰκήσεις οἵας προείπομεν, ἴδιον μὲν οὐδὲν οὐδενὶ ἐχούσας, κοινὰς δὲ πᾶσι· πρὸς δὲ ταῖς τοιαύταις οἰκήσεσι, καὶ τὰς κτήσεις, εἰ μνημονεύεις, διωμολογησάμεθά που οἷαι ἔσονται αὐτοῖς.
ἀλλὰ μνημονεύω, ἔφη, ὅτι γε οὐδὲν οὐδένα ᾠόμεθα δεῖν κεκτῆσθαι ὧν νῦν οἱ ἄλλοι, ὥσπερ δὲ ἀθλητάς τε πολέμου"
543c,"καὶ φύλακας, μισθὸν τῆς φυλακῆς δεχομένους εἰς ἐνιαυτὸν τὴν εἰς ταῦτα τροφὴν παρὰ τῶν ἄλλων, αὑτῶν τε δεῖν καὶ τῆς ἄλλης πόλεως ἐπιμελεῖσθαι.
ὀρθῶς, ἔφην, λέγεις. ἀλλʼ ἄγʼ, ἐπειδὴ τοῦτʼ ἀπετελέσαμεν, ἀναμνησθῶμεν πόθεν δεῦρο ἐξετραπόμεθα, ἵνα πάλιν τὴν αὐτὴν ἴωμεν.
οὐ χαλεπόν, ἔφη. σχεδὸν γάρ, καθάπερ νῦν, ὡς διεληλυθὼς περὶ τῆς πόλεως τοὺς λόγους ἐποιοῦ, λέγων ὡς ἀγαθὴν μὲν τὴν τοιαύτην, οἵαν τότε διῆλθες, τιθείης πόλιν,"
543d,"καὶ ἄνδρα τὸν ἐκείνῃ ὅμοιον, καὶ ταῦτα, ὡς ἔοικας, καλλίω"
544a,ἔτι ἔχων εἰπεῖν πόλιν τε καὶ ἄνδρα.
544b,"τὰς τέτταρας πολιτείας, ἐν τούτῳ ὑπέλαβε Πολέμαρχός τε καὶ Ἀδείμαντος, καὶ οὕτω δὴ σὺ ἀναλαβὼν τὸν λόγον δεῦρʼ ἀφῖξαι.
ὀρθότατα, εἶπον, ἐμνημόνευσας.
πάλιν τοίνυν, ὥσπερ παλαιστής, τὴν αὐτὴν λαβὴν πάρεχε, καὶ τὸ αὐτὸ ἐμοῦ ἐρομένου πειρῶ εἰπεῖν ἅπερ τότε ἔμελλες λέγειν.
ἐάνπερ, ἦν δʼ ἐγώ, δύνωμαι.
καὶ μήν, ἦ δʼ ὅς, ἐπιθυμῶ γε καὶ αὐτὸς ἀκοῦσαι τίνας ἔλεγες τὰς τέτταρας πολιτείας."
544c,"οὐ χαλεπῶς, ἦν δʼ ἐγώ, ἀκούσῃ. εἰσὶ γὰρ ἃς λέγω, αἵπερ καὶ ὀνόματα ἔχουσιν, ἥ τε ὑπὸ τῶν πολλῶν ἐπαινουμένη, ἡ Κρητική τε καὶ Λακωνικὴ αὕτη· καὶ δευτέρα καὶ δευτέρως ἐπαινουμένη, καλουμένη δʼ ὀλιγαρχία, συχνῶν γέμουσα κακῶν πολιτεία· ἥ τε ταύτῃ διάφορος καὶ ἐφεξῆς γιγνομένη δημοκρατία, καὶ ἡ γενναία δὴ τυραννὶς καὶ πασῶν τούτων διαφέρουσα, τέταρτόν τε καὶ ἔσχατον πόλεως νόσημα. ἤ τινα ἄλλην ἔχεις ἰδέαν πολιτείας, ἥτις καὶ ἐν εἴδει διαφανεῖ"
544d,"τινι κεῖται; δυναστεῖαι γὰρ καὶ ὠνηταὶ βασιλεῖαι καὶ τοιαῦταί τινες πολιτεῖαι μεταξύ τι τούτων πού εἰσιν, εὕροι δʼ ἄν τις αὐτὰς οὐκ ἐλάττους περὶ τοὺς βαρβάρους ἢ τοὺς Ἕλληνας.
πολλαὶ γοῦν καὶ ἄτοποι, ἔφη, λέγονται.
οἶσθʼ οὖν, ἦν δʼ ἐγώ, ὅτι καὶ ἀνθρώπων εἴδη τοσαῦτα ἀνάγκη τρόπων εἶναι, ὅσαπερ καὶ πολιτειῶν; ἢ οἴει ἐκ δρυός ποθεν ἢ ἐκ πέτρας τὰς πολιτείας γίγνεσθαι, ἀλλʼ"
544e,"οὐχὶ ἐκ τῶν ἠθῶν τῶν ἐν ταῖς πόλεσιν, ἃ ἂν ὥσπερ ῥέψαντα τἆλλα ἐφελκύσηται;
οὐδαμῶς ἔγωγʼ, ἔφη, ἄλλοθεν ἢ ἐντεῦθεν.
οὐκοῦν εἰ τὰ τῶν πόλεων πέντε, καὶ αἱ τῶν ἰδιωτῶν κατασκευαὶ τῆς ψυχῆς πέντε ἂν εἶεν.
τί μήν;
τὸν μὲν δὴ τῇ ἀριστοκρατίᾳ ὅμοιον διεληλύθαμεν ἤδη, ὃν ἀγαθόν τε καὶ δίκαιον ὀρθῶς φαμεν εἶναι."
545a,"διεληλύθαμεν.
ἆρʼ οὖν τὸ μετὰ τοῦτο διιτέον τοὺς χείρους, τὸν φιλόνικόν τε καὶ φιλότιμον, κατὰ τὴν Λακωνικὴν ἑστῶτα πολιτείαν, καὶ ὀλιγαρχικὸν αὖ καὶ δημοκρατικὸν καὶ τὸν τυραννικόν, ἵνα τὸν ἀδικώτατον ἰδόντες ἀντιθῶμεν τῷ δικαιοτάτῳ καὶ ἡμῖν τελέα ἡ σκέψις ᾖ, πῶς ποτε ἡ ἄκρατος δικαιοσύνη πρὸς ἀδικίαν τὴν ἄκρατον ἔχει εὐδαιμονίας τε πέρι τοῦ ἔχοντος καὶ ἀθλιότητος, ἵνα ἢ Θρασυμάχῳ πειθόμενοι"
545b,"διώκωμεν ἀδικίαν ἢ τῷ νῦν προφαινομένῳ λόγῳ δικαιοσύνην;
παντάπασι μὲν οὖν, ἔφη, οὕτω ποιητέον.
ἆρʼ οὖν, ὥσπερ ἠρξάμεθα ἐν ταῖς πολιτείαις πρότερον σκοπεῖν τὰ ἤθη ἢ ἐν τοῖς ἰδιώταις, ὡς ἐναργέστερον ὄν, καὶ νῦν οὕτω πρῶτον μὲν τὴν φιλότιμον σκεπτέον πολιτείαν —ὄνομα γὰρ οὐκ ἔχω λεγόμενον ἄλλο· ἢ τιμοκρατίαν ἢ τιμαρχίαν αὐτὴν κλητέον—πρὸς δὲ ταύτην τὸν τοιοῦτον"
545c,"ἄνδρα σκεψόμεθα, ἔπειτα ὀλιγαρχίαν καὶ ἄνδρα ὀλιγαρχικόν, αὖθις δὲ εἰς δημοκρατίαν ἀποβλέψαντες θεασόμεθα ἄνδρα δημοκρατικόν, τὸ δὲ τέταρτον εἰς τυραννουμένην πόλιν ἐλθόντες καὶ ἰδόντες, πάλιν εἰς τυραννικὴν ψυχὴν βλέποντες, πειρασόμεθα περὶ ὧν προυθέμεθα ἱκανοὶ κριταὶ γενέσθαι;
κατὰ λόγον γέ τοι ἄν, ἔφη, οὕτω γίγνοιτο ἥ τε θέα καὶ ἡ κρίσις.
φέρε τοίνυν, ἦν δʼ ἐγώ, πειρώμεθα λέγειν τίνα τρόπον τιμοκρατία γένοιτʼ ἂν ἐξ ἀριστοκρατίας. ἢ τόδε μὲν ἁπλοῦν,"
