section,text
595a,"καὶ μήν, ἦν δʼ ἐγώ, πολλὰ μὲν καὶ ἄλλα περὶ αὐτῆς ἐννοῶ, ὡς παντὸς ἄρα μᾶλλον ὀρθῶς ᾠκίζομεν τὴν πόλιν, οὐχ ἥκιστα δὲ ἐνθυμηθεὶς περὶ ποιήσεως λέγω.
τὸ ποῖον; ἔφη.
τὸ μηδαμῇ παραδέχεσθαι αὐτῆς ὅση μιμητική· παντὸς γὰρ μᾶλλον οὐ παραδεκτέα νῦν καὶ ἐναργέστερον, ὡς ἐμοὶ δοκεῖ, φαίνεται, ἐπειδὴ χωρὶς ἕκαστα διῄρηται τὰ τῆς ψυχῆς"
595b,"εἴδη.
πῶς λέγεις;
ὡς μὲν πρὸς ὑμᾶς εἰρῆσθαι—οὐ γάρ μου κατερεῖτε πρὸς τοὺς τῆς τραγῳδίας ποιητὰς καὶ τοὺς ἄλλους ἅπαντας τοὺς μιμητικούς—λώβη ἔοικεν εἶναι πάντα τὰ τοιαῦτα τῆς τῶν ἀκουόντων διανοίας, ὅσοι μὴ ἔχουσι φάρμακον τὸ εἰδέναι αὐτὰ οἷα τυγχάνει ὄντα.
πῇ δή, ἔφη, διανοούμενος λέγεις;
ῥητέον, ἦν δʼ ἐγώ· καίτοι φιλία γέ τίς με καὶ αἰδὼς ἐκ παιδὸς ἔχουσα περὶ Ὁμήρου ἀποκωλύει λέγειν. ἔοικε μὲν"
595c,"γὰρ τῶν καλῶν ἁπάντων τούτων τῶν τραγικῶν πρῶτος διδάσκαλός τε καὶ ἡγεμὼν γενέσθαι. ἀλλʼ οὐ γὰρ πρό γε τῆς ἀληθείας τιμητέος ἀνήρ, ἀλλʼ, ὃ λέγω, ῥητέον.
πάνυ μὲν οὖν, ἔφη.
ἄκουε δή, μᾶλλον δὲ ἀποκρίνου.
Ἐρώτα.
μίμησιν ὅλως ἔχοις ἄν μοι εἰπεῖν ὅτι ποτʼ ἐστίν; οὐδὲ γάρ τοι αὐτὸς πάνυ τι συννοῶ τί βούλεται εἶναι.
ἦ που ἄρʼ, ἔφη, ἐγὼ συννοήσω."
596a,"βλεπόντων ἀμβλύτερον ὁρῶντες πρότεροι εἶδον.
ἔστιν, ἔφη, οὕτως· ἀλλὰ σοῦ παρόντος οὐδʼ ἂν προθυμηθῆναι οἷός τε εἴην εἰπεῖν, εἴ τί μοι καταφαίνεται, ἀλλʼ αὐτὸς ὅρα.
βούλει οὖν ἐνθένδε ἀρξώμεθα ἐπισκοποῦντες, ἐκ τῆς εἰωθυίας μεθόδου; εἶδος γάρ πού τι ἓν ἕκαστον εἰώθαμεν τίθεσθαι περὶ ἕκαστα τὰ πολλά, οἷς ταὐτὸν ὄνομα ἐπιφέρομεν. ἢ οὐ μανθάνεις;
μανθάνω.
θῶμεν δὴ καὶ νῦν ὅτι βούλει τῶν πολλῶν. οἷον, εἰ"
596b,"ʼθʼέλεις, πολλαί πού εἰσι κλῖναι καὶ τράπεζαι.
πῶς δʼ οὔ;
ἀλλὰ ἰδέαι γέ που περὶ ταῦτα τὰ σκεύη δύο, μία μὲν κλίνης, μία δὲ τραπέζης.
ναί.
οὐκοῦν καὶ εἰώθαμεν λέγειν ὅτι ὁ δημιουργὸς ἑκατέρου τοῦ σκεύους πρὸς τὴν ἰδέαν βλέπων οὕτω ποιεῖ ὁ μὲν τὰς κλίνας, ὁ δὲ τὰς τραπέζας, αἷς ἡμεῖς χρώμεθα, καὶ τἆλλα κατὰ ταὐτά; οὐ γάρ που τήν γε ἰδέαν αὐτὴν δημιουργεῖ οὐδεὶς τῶν δημιουργῶν· πῶς γάρ;
οὐδαμῶς.
ἀλλʼ ὅρα δὴ καὶ τόνδε τίνα καλεῖς τὸν δημιουργόν."
596c,"τὸν ποῖον;
ὃς πάντα ποιεῖ, ὅσαπερ εἷς ἕκαστος τῶν χειροτεχνῶν.
δεινόν τινα λέγεις καὶ θαυμαστὸν ἄνδρα.
οὔπω γε, ἀλλὰ τάχα μᾶλλον φήσεις. ὁ αὐτὸς γὰρ οὗτος χειροτέχνης οὐ μόνον πάντα οἷός τε σκεύη ποιῆσαι, ἀλλὰ καὶ τὰ ἐκ τῆς γῆς φυόμενα ἅπαντα ποιεῖ καὶ ζῷα πάντα ἐργάζεται, τά τε ἄλλα καὶ ἑαυτόν, καὶ πρὸς τούτοις γῆν καὶ οὐρανὸν καὶ θεοὺς καὶ πάντα τὰ ἐν οὐρανῷ καὶ τὰ ἐν Ἅιδου ὑπὸ γῆς ἅπαντα ἐργάζεται."
596d,"πάνυ θαυμαστόν, ἔφη, λέγεις σοφιστήν.
ἀπιστεῖς; ἦν δʼ ἐγώ. καί μοι εἰπέ, τὸ παράπαν οὐκ ἄν σοι δοκεῖ εἶναι τοιοῦτος δημιουργός, ἢ τινὶ μὲν τρόπῳ γενέσθαι ἂν τούτων ἁπάντων ποιητής, τινὶ δὲ οὐκ ἄν; ἢ οὐκ αἰσθάνῃ ὅτι κἂν αὐτὸς οἷός τʼ εἴης πάντα ταῦτα ποιῆσαι τρόπῳ γέ τινι;
καὶ τίς, ἔφη, ὁ τρόπος οὗτος;
οὐ χαλεπός, ἦν δʼ ἐγώ, ἀλλὰ πολλαχῇ καὶ ταχὺ δημιουργούμενος, τάχιστα δέ που, εἰ ʼθέλεις λαβὼν κάτοπτρον"
596e,"περιφέρειν πανταχῇ· ταχὺ μὲν ἥλιον ποιήσεις καὶ τὰ ἐν τῷ οὐρανῷ, ταχὺ δὲ γῆν, ταχὺ δὲ σαυτόν τε καὶ τἆλλα ζῷα καὶ σκεύη καὶ φυτὰ καὶ πάντα ὅσα νυνδὴ ἐλέγετο.
ναί, ἔφη, φαινόμενα, οὐ μέντοι ὄντα γέ που τῇ ἀληθείᾳ.
καλῶς, ἦν δʼ ἐγώ, καὶ εἰς δέον ἔρχῃ τῷ λόγῳ. τῶν τοιούτων γὰρ οἶμαι δημιουργῶν καὶ ὁ ζωγράφος ἐστίν. ἦ γάρ;
πῶς γὰρ οὔ;
ἀλλὰ φήσεις οὐκ ἀληθῆ οἶμαι αὐτὸν ποιεῖν ἃ ποιεῖ. καίτοι τρόπῳ γέ τινι καὶ ὁ ζωγράφος κλίνην ποιεῖ· ἢ οὔ;
ναί, ἔφη, φαινομένην γε καὶ οὗτος."
597a,"τί δὲ ὁ κλινοποιός; οὐκ ἄρτι μέντοι ἔλεγες ὅτι οὐ τὸ εἶδος ποιεῖ, ὃ δή φαμεν εἶναι ὃ ἔστι κλίνη, ἀλλὰ κλίνην τινά;
ἔλεγον γάρ.
οὐκοῦν εἰ μὴ ὃ ἔστιν ποιεῖ, οὐκ ἂν τὸ ὂν ποιοῖ, ἀλλά τι τοιοῦτον οἷον τὸ ὄν, ὂν δὲ οὔ· τελέως δὲ εἶναι ὂν τὸ τοῦ κλινουργοῦ ἔργον ἢ ἄλλου τινὸς χειροτέχνου εἴ τις φαίη, κινδυνεύει οὐκ ἂν ἀληθῆ λέγειν;
οὔκουν, ἔφη, ὥς γʼ ἂν δόξειεν τοῖς περὶ τοὺς τοιούσδε λόγους διατρίβουσιν.
μηδὲν ἄρα θαυμάζωμεν εἰ καὶ τοῦτο ἀμυδρόν τι τυγχάνει ὂν πρὸς ἀλήθειαν."
597b,"μὴ γάρ.
βούλει οὖν, ἔφην, ἐπʼ αὐτῶν τούτων ζητήσωμεν τὸν μιμητὴν τοῦτον, τίς ποτʼ ἐστίν;
εἰ βούλει, ἔφη.
οὐκοῦν τριτταί τινες κλῖναι αὗται γίγνονται· μία μὲν ἡ ἐν τῇ φύσει οὖσα, ἣν φαῖμεν ἄν, ὡς ἐγᾦμαι, θεὸν ἐργάσασθαι. ἢ τίνʼ ἄλλον;
οὐδένα, οἶμαι.
μία δέ γε ἣν ὁ τέκτων.
ναί, ἔφη.
μία δὲ ἣν ὁ ζωγράφος. ἦ γάρ;
ἔστω.
ζωγράφος δή, κλινοποιός, θεός, τρεῖς οὗτοι ἐπιστάται τρισὶν εἴδεσι κλινῶν.
ναὶ τρεῖς."
